nom,adresse,description,votes,score,page_hebergement,ville
Le Moulin du Verdon,Gréoux-les-Bains,Studio avec Balcon ,289,9.2,https://www.booking.com/hotel/fr/residence-le-moulin.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=score&nflt=ht_id%3D204&srpvid=a3f6910da0070031&srepoch=1692218268&all_sr_blocks=136252001_328159514_2_2_0&highlighted_blocks=136252001_328159514_2_2_0&matching_block_id=136252001_328159514_2_2_0&sr_pri_blocks=136252001_328159514_2_2_0__66000&from_sustainable_property_sr=1&from=searchresults,Mont Saint Michel
Château et Golf De Taulane,La Martre,Studio Familial,152,8.6,https://www.booking.com/hotel/fr/chateau-et-golf-de-taulane.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=score&nflt=ht_id%3D204&srpvid=ed3d910d6e9c01ec&srepoch=1692218268&all_sr_blocks=18054315_378218474_4_2_0&highlighted_blocks=18054315_378218474_4_2_0&matching_block_id=18054315_378218474_4_2_0&sr_pri_blocks=18054315_378218474_4_2_0__480000&from=searchresults,St Malo
Hotel & Spa des Gorges du Verdon,La Palud-sur-Verdon,Chambre en Duplex (2 Personnes),273,8.3,https://www.booking.com/hotel/fr/hotel-spa-des-gorges-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=score&nflt=ht_id%3D204&srpvid=ed3d910d6e9c01ec&srepoch=1692218268&all_sr_blocks=18195901_310337740_0_2_0&highlighted_blocks=18195901_310337740_0_2_0&matching_block_id=18195901_310337740_0_2_0&sr_pri_blocks=18195901_310337740_0_2_0__344425&from_sustainable_property_sr=1&from=searchresults,St Malo
Hotel Grand Canyon du Verdon,Aiguines,Chambre Double sans Balcon,393,7.6,https://www.booking.com/hotel/fr/grand-canyon-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=score&nflt=ht_id%3D204&srpvid=4b57910de8f90028&srepoch=1692218268&all_sr_blocks=67438606_373893959_0_17_0&highlighted_blocks=67438606_373893959_0_17_0&matching_block_id=67438606_373893959_0_17_0&sr_pri_blocks=67438606_373893959_0_17_0__144000&from=searchresults,Amiens
Hotel & Spa des Gorges du Verdon,La Palud-sur-Verdon,Chambre en Duplex (2 Personnes),273,8.3,https://www.booking.com/hotel/fr/hotel-spa-des-gorges-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=score&nflt=ht_id%3D204&srpvid=2816910da97201b3&srepoch=1692218268&all_sr_blocks=18195901_310337740_0_2_0&highlighted_blocks=18195901_310337740_0_2_0&matching_block_id=18195901_310337740_0_2_0&sr_pri_blocks=18195901_310337740_0_2_0__344425&from_sustainable_property_sr=1&from=searchresults,Le Havre
Hôtel Les Deux Lions,Riez,Chambre Lits Jumeaux Confort,626,8.1,https://www.booking.com/hotel/fr/ha-tel-les-deux-lions.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=score&nflt=ht_id%3D204&srpvid=2816910da97201b3&srepoch=1692218268&all_sr_blocks=42260502_106673373_0_2_0&highlighted_blocks=42260502_106673373_0_2_0&matching_block_id=42260502_106673373_0_2_0&sr_pri_blocks=42260502_106673373_0_2_0__90000&from=searchresults,Le Havre
Les Colonnes,Gréoux-les-Bains,Chambre Double,239,7.9,https://www.booking.com/hotel/fr/grand-des-colonnes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=score&nflt=ht_id%3D204&srpvid=a2bb910da7c9026e&srepoch=1692218268&all_sr_blocks=5881002_374803036_0_2_0&highlighted_blocks=5881002_374803036_0_2_0&matching_block_id=5881002_374803036_0_2_0&sr_pri_blocks=5881002_374803036_0_2_0__69000&from=searchresults,Lille
Résidence les Grands Pins,Gréoux-les-Bains,Studio,346,7.9,https://www.booking.com/hotel/fr/ra-c-sidence-les-grands-pins.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=score&nflt=ht_id%3D204&srpvid=a2bb910da7c9026e&srepoch=1692218268&all_sr_blocks=42078501_194918098_2_0_0&highlighted_blocks=42078501_194918098_2_0_0&matching_block_id=42078501_194918098_2_0_0&sr_pri_blocks=42078501_194918098_2_0_0__78000&from=searchresults,Lille
Hotel Grand Canyon du Verdon,Aiguines,Chambre Double sans Balcon,393,7.6,https://www.booking.com/hotel/fr/grand-canyon-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=score&nflt=ht_id%3D204&srpvid=443b910d7aa601f4&srepoch=1692218268&all_sr_blocks=67438606_373893959_0_17_0&highlighted_blocks=67438606_373893959_0_17_0&matching_block_id=67438606_373893959_0_17_0&sr_pri_blocks=67438606_373893959_0_17_0__144000&from=searchresults,Paris
Hôtel des Alpes,Gréoux-les-Bains,Chambre Double Supérieure avec Terrasse,380,8.7,https://www.booking.com/hotel/fr/des-alpes-gra-c-oux-les-bains.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=score&nflt=ht_id%3D204&srpvid=50eb910d9d85011a&srepoch=1692218268&all_sr_blocks=5932709_88556034_2_2_0&highlighted_blocks=5932709_88556034_2_2_0&matching_block_id=5932709_88556034_2_2_0&sr_pri_blocks=5932709_88556034_2_2_0__126408&from=searchresults,Bayeux
Hôtel des Alpes,Gréoux-les-Bains,Chambre Double Supérieure avec Terrasse,380,8.7,https://www.booking.com/hotel/fr/des-alpes-gra-c-oux-les-bains.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=score&nflt=ht_id%3D204&srpvid=a3f6910da0070031&srepoch=1692218268&all_sr_blocks=5932709_88556034_2_2_0&highlighted_blocks=5932709_88556034_2_2_0&matching_block_id=5932709_88556034_2_2_0&sr_pri_blocks=5932709_88556034_2_2_0__137400&from=searchresults,Mont Saint Michel
Château et Golf De Taulane,La Martre,Studio Familial,152,8.6,https://www.booking.com/hotel/fr/chateau-et-golf-de-taulane.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=score&nflt=ht_id%3D204&srpvid=a3f6910da0070031&srepoch=1692218268&all_sr_blocks=18054315_378218474_4_2_0&highlighted_blocks=18054315_378218474_4_2_0&matching_block_id=18054315_378218474_4_2_0&sr_pri_blocks=18054315_378218474_4_2_0__480000&from=searchresults,Mont Saint Michel
Hôtel Les Deux Lions,Riez,Chambre Lits Jumeaux Confort,626,8.1,https://www.booking.com/hotel/fr/ha-tel-les-deux-lions.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=score&nflt=ht_id%3D204&srpvid=ed3d910d6e9c01ec&srepoch=1692218268&all_sr_blocks=42260502_106673373_0_2_0&highlighted_blocks=42260502_106673373_0_2_0&matching_block_id=42260502_106673373_0_2_0&sr_pri_blocks=42260502_106673373_0_2_0__90000&from=searchresults,St Malo
Logis Grand Hotel Bain,Comps-sur-Artuby,Chambre Triple,453,7.9,https://www.booking.com/hotel/fr/logis-grand-bain.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=score&nflt=ht_id%3D204&srpvid=2816910da97201b3&srepoch=1692218268&all_sr_blocks=25200005_195821588_3_42_0&highlighted_blocks=25200005_195821588_3_42_0&matching_block_id=25200005_195821588_3_42_0&sr_pri_blocks=25200005_195821588_3_42_0__66000&from_sustainable_property_sr=1&from=searchresults,Le Havre
Hotel Grand Canyon du Verdon,Aiguines,Chambre Double sans Balcon,393,7.6,https://www.booking.com/hotel/fr/grand-canyon-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=score&nflt=ht_id%3D204&srpvid=a2bb910da7c9026e&srepoch=1692218268&all_sr_blocks=67438606_373893959_0_17_0&highlighted_blocks=67438606_373893959_0_17_0&matching_block_id=67438606_373893959_0_17_0&sr_pri_blocks=67438606_373893959_0_17_0__144000&from=searchresults,Lille
Le Moulin du Verdon,Gréoux-les-Bains,Studio avec Balcon ,289,9.2,https://www.booking.com/hotel/fr/residence-le-moulin.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=score&nflt=ht_id%3D204&srpvid=a48f910df0ce0333&srepoch=1692218269&all_sr_blocks=136252001_328159514_2_2_0&highlighted_blocks=136252001_328159514_2_2_0&matching_block_id=136252001_328159514_2_2_0&sr_pri_blocks=136252001_328159514_2_2_0__66000&from_sustainable_property_sr=1&from=searchresults,Rouen
Château et Golf De Taulane,La Martre,Studio Familial,152,8.6,https://www.booking.com/hotel/fr/chateau-et-golf-de-taulane.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=score&nflt=ht_id%3D204&srpvid=50eb910d9d85011a&srepoch=1692218268&all_sr_blocks=18054315_378218474_4_2_0&highlighted_blocks=18054315_378218474_4_2_0&matching_block_id=18054315_378218474_4_2_0&sr_pri_blocks=18054315_378218474_4_2_0__480000&from=searchresults,Bayeux
Hotel & Spa des Gorges du Verdon,La Palud-sur-Verdon,Chambre en Duplex (2 Personnes),273,8.3,https://www.booking.com/hotel/fr/hotel-spa-des-gorges-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=score&nflt=ht_id%3D204&srpvid=a3f6910da0070031&srepoch=1692218268&all_sr_blocks=18195901_310337740_0_2_0&highlighted_blocks=18195901_310337740_0_2_0&matching_block_id=18195901_310337740_0_2_0&sr_pri_blocks=18195901_310337740_0_2_0__344425&from_sustainable_property_sr=1&from=searchresults,Mont Saint Michel
Logis Grand Hotel Bain,Comps-sur-Artuby,Chambre Triple,453,7.9,https://www.booking.com/hotel/fr/logis-grand-bain.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=score&nflt=ht_id%3D204&srpvid=ed3d910d6e9c01ec&srepoch=1692218268&all_sr_blocks=25200005_195821588_3_42_0&highlighted_blocks=25200005_195821588_3_42_0&matching_block_id=25200005_195821588_3_42_0&sr_pri_blocks=25200005_195821588_3_42_0__66000&from_sustainable_property_sr=1&from=searchresults,St Malo
Les Colonnes,Gréoux-les-Bains,Chambre Double,239,7.9,https://www.booking.com/hotel/fr/grand-des-colonnes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=score&nflt=ht_id%3D204&srpvid=ed3d910d6e9c01ec&srepoch=1692218268&all_sr_blocks=5881002_374803036_0_2_0&highlighted_blocks=5881002_374803036_0_2_0&matching_block_id=5881002_374803036_0_2_0&sr_pri_blocks=5881002_374803036_0_2_0__69000&from=searchresults,St Malo
Les Colonnes,Gréoux-les-Bains,Chambre Double,239,7.9,https://www.booking.com/hotel/fr/grand-des-colonnes.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=score&nflt=ht_id%3D204&srpvid=2816910da97201b3&srepoch=1692218268&all_sr_blocks=5881002_374803036_0_2_0&highlighted_blocks=5881002_374803036_0_2_0&matching_block_id=5881002_374803036_0_2_0&sr_pri_blocks=5881002_374803036_0_2_0__69000&from=searchresults,Le Havre
Résidence les Grands Pins,Gréoux-les-Bains,Studio,346,7.9,https://www.booking.com/hotel/fr/ra-c-sidence-les-grands-pins.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=score&nflt=ht_id%3D204&srpvid=2816910da97201b3&srepoch=1692218268&all_sr_blocks=42078501_194918098_2_0_0&highlighted_blocks=42078501_194918098_2_0_0&matching_block_id=42078501_194918098_2_0_0&sr_pri_blocks=42078501_194918098_2_0_0__78000&from=searchresults,Le Havre
Hôtel des Alpes,Gréoux-les-Bains,Chambre Double Supérieure avec Terrasse,380,8.7,https://www.booking.com/hotel/fr/des-alpes-gra-c-oux-les-bains.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=score&nflt=ht_id%3D204&srpvid=a48f910df0ce0333&srepoch=1692218269&all_sr_blocks=5932709_88556034_2_2_0&highlighted_blocks=5932709_88556034_2_2_0&matching_block_id=5932709_88556034_2_2_0&sr_pri_blocks=5932709_88556034_2_2_0__137400&from=searchresults,Rouen
Château et Golf De Taulane,La Martre,Studio Familial,152,8.6,https://www.booking.com/hotel/fr/chateau-et-golf-de-taulane.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=score&nflt=ht_id%3D204&srpvid=a48f910df0ce0333&srepoch=1692218269&all_sr_blocks=18054315_378218474_4_2_0&highlighted_blocks=18054315_378218474_4_2_0&matching_block_id=18054315_378218474_4_2_0&sr_pri_blocks=18054315_378218474_4_2_0__480000&from=searchresults,Rouen
Hotel & Spa des Gorges du Verdon,La Palud-sur-Verdon,Chambre en Duplex (2 Personnes),273,8.3,https://www.booking.com/hotel/fr/hotel-spa-des-gorges-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=score&nflt=ht_id%3D204&srpvid=a48f910df0ce0333&srepoch=1692218269&all_sr_blocks=18195901_310337740_0_2_0&highlighted_blocks=18195901_310337740_0_2_0&matching_block_id=18195901_310337740_0_2_0&sr_pri_blocks=18195901_310337740_0_2_0__344425&from_sustainable_property_sr=1&from=searchresults,Rouen
Hotel & Spa des Gorges du Verdon,La Palud-sur-Verdon,Chambre en Duplex (2 Personnes),273,8.3,https://www.booking.com/hotel/fr/hotel-spa-des-gorges-du-verdon.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=score&nflt=ht_id%3D204&srpvid=50eb910d9d85011a&srepoch=1692218268&all_sr_blocks=18195901_310337740_0_2_0&highlighted_blocks=18195901_310337740_0_2_0&matching_block_id=18195901_310337740_0_2_0&sr_pri_blocks=18195901_310337740_0_2_0__344425&from_sustainable_property_sr=1&from=searchresults,Bayeux
Hôtel Les Deux Lions,Riez,Chambre Lits Jumeaux Confort,626,8.1,https://www.booking.com/hotel/fr/ha-tel-les-deux-lions.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=score&nflt=ht_id%3D204&srpvid=50eb910d9d85011a&srepoch=1692218268&all_sr_blocks=42260502_106673373_0_2_0&highlighted_blocks=42260502_106673373_0_2_0&matching_block_id=42260502_106673373_0_2_0&sr_pri_blocks=42260502_106673373_0_2_0__90000&from=searchresults,Bayeux
Logis Grand Hotel Bain,Comps-sur-Artuby,Chambre Triple,453,7.9,https://www.booking.com/hotel/fr/logis-grand-bain.fr.html?label=gen173nr-1BCAEoggI46AdIM1gEaFqIAQGYAQ24AQfIAQ_YAQHoAQGIAgGoAgO4Au_v8qYGwAIB0gIkYWY0ZmE1N2ItZjQ1YS00YjEwLTg4NWEtMzk5MmRlZjIyMDBk2AIF4AIB&sid=d0f1dac14b28e3e9562012f4b5496a35&aid=304142&ucfs=1&arphpl=1&checkin=2023-08-17&checkout=2023-08-23&dest_id=2746&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=score&nflt=ht_id%3D204&srpvid=50eb910d9d85011a&srepoch=1692218268&all_sr_blocks=25200005_195821588_3_42_0&highlighted_blocks=25200005_195821588_3_42_0&matching_block_id=25200005_195821588_3_42_0&sr_pri_blocks=25200005_195821588_3_42_0__66000&from_sustainable_property_sr=1&from=searchresults,Bayeux
